DOI,PMID,PMCID,Year,Citation_Count,Title,Journal,Authors,Citation_Bins
10.1038/s41588-022-01043-w,35410384.0,PMC9005351,2022.0,107,Pangenome-based genome inference allows efficient and accurate genotyping across a wide spectrum of variant classes.,,"Ebler J, Ebert P, Clarke WE, Rausch T, Audano PA, Houwaart T, Mao Y, Korbel JO, Eichler EE, Zody MC, Dilthey AT, Marschall T",100-500
10.1038/s41591-021-01620-2,35027755.0,PMC8799467,2022.0,107,Artificial intelligence for diagnosis and Gleason grading of prostate cancer: the PANDA challenge.,,"Bulten W, Kartasalo K, Chen PC, Ström P, Pinckaers H, Nagpal K, Cai Y, Steiner DF, van Boven H, Vink R, Hulsbergen-van de Kaa C, van der Laak J, Amin MB, Evans AJ, van der Kwast T, Allan R, Humphrey PA, Grönberg H, Samaratunga H, Delahunt B, Tsuzuki T, Häkkinen T, Egevad L, Demkin M, Dane S, Tan F, Valkonen M, Corrado GS, Peng L, Mermel CH, Ruusuvuori P, Litjens G, Eklund M, ",100-500
10.1038/s41467-021-26974-6,34795254.0,PMC8602403,2021.0,107,Immune cell topography predicts response to PD-1 blockade in cutaneous T cell lymphoma.,,"Phillips D, Matusiak M, Gutierrez BR, Bhate SS, Barlow GL, Jiang S, Demeter J, Smythe KS, Pierce RH, Fling SP, Ramchurren N, Cheever MA, Goltsev Y, West RB, Khodadoust MS, Kim YH, Schürch CM, Nolan GP",100-500
10.1073/pnas.2105646118,34737231.0,PMC8694052,2021.0,107,The neural architecture of language: Integrative modeling converges on predictive processing.,,"Schrimpf M, Blank IA, Tuckute G, Kauf C, Hosseini EA, Kanwisher N, Tenenbaum JB, Fedorenko E",100-500
10.1126/science.abj2949,34735222.0,PMC9233960,2021.0,107,Profiling cellular diversity in sponges informs animal cell type and nervous system evolution.,,"Musser JM, Schippers KJ, Nickel M, Mizzon G, Kohn AB, Pape C, Ronchi P, Papadopoulos N, Tarashansky AJ, Hammel JU, Wolf F, Liang C, Hernández-Plaza A, Cantalapiedra CP, Achim K, Schieber NL, Pan L, Ruperti F, Francis WR, Vargas S, Kling S, Renkert M, Polikarpov M, Bourenkov G, Feuda R, Gaspar I, Burkhardt P, Wang B, Bork P, Beck M, Schneider TR, Kreshuk A, Wörheide G, Huerta-Cepas J, Schwab Y, Moroz LL, Arendt D",100-500
10.1038/s41467-021-25420-x,34465784.0,PMC8408193,2021.0,107,"B-SOiD, an open-source unsupervised algorithm for identification and fast prediction of behaviors.",,"Hsu AI, Yttri EA",100-500
10.1109/tpami.2021.3079209,33974543.0,,2022.0,107,Meta-Learning in Neural Networks: A Survey.,,"Hospedales T, Antoniou A, Micaelli P, Storkey A",100-500
10.1016/j.nantod.2021.101142,33815564.0,PMC7997390,2021.0,107,Role of nanotechnology behind the success of mRNA vaccines for COVID-19.,,"Khurana A, Allawadhi P, Khurana I, Allwadhi S, Weiskirchen R, Banothu AK, Chhabra D, Joshi K, Bharani KK",100-500
10.1038/s41416-021-01353-6,33782566.0,PMC8144577,2021.0,107,Promises and challenges of adoptive T-cell therapies for solid tumours.,,"Morotti M, Albukhari A, Alsaadi A, Artibani M, Brenton JD, Curbishley SM, Dong T, Dustin ML, Hu Z, McGranahan N, Miller ML, Santana-Gonzalez L, Seymour LW, Shi T, Van Loo P, Yau C, White H, Wietek N, Church DN, Wedge DC, Ahmed AA",100-500
10.1084/jem.20200264,33601412.0,PMC7754678,2021.0,107,Tumor-infiltrating dendritic cell states are conserved across solid human cancers.,,"Gerhard GM, Bill R, Messemaker M, Klein AM, Pittet MJ",100-500
10.1038/s41587-020-00793-4,33574611.0,,2021.0,107,Deep diversification of an AAV capsid protein by machine learning.,,"Bryant DH, Bashir A, Sinai S, Jain NK, Ogden PJ, Riley PF, Church GM, Colwell LJ, Kelsic ED",100-500
10.1186/s13321-019-0397-9,33430938.0,PMC6892210,2019.0,107,A de novo molecular generation method using latent vector based generative adversarial network.,,"Prykhodko O, Johansson SV, Kotsias PC, Arús-Pous J, Bjerrum EJ, Engkvist O, Chen H",100-500
10.1016/j.rinp.2020.103746,33391984.0,PMC7759445,2021.0,107,A modified <i>SEIR</i> model to predict the COVID-19 outbreak in Spain and Italy: Simulating control scenarios and multi-scale epidemics.,,"López L, Rodó X",100-500
10.1161/circulationaha.120.050498,33118835.0,PMC7856095,2021.0,107,Myocardial Gene Expression Signatures in Human Heart Failure With Preserved Ejection Fraction.,,"Hahn VS, Knutsdottir H, Luo X, Bedi K, Margulies KB, Haldar SM, Stolina M, Yin J, Khakoo AY, Vaishnav J, Bader JS, Kass DA, Sharma K",100-500
10.1038/s41467-020-19160-7,33116149.0,PMC7595127,2020.0,107,The misuse of colour in science communication.,,"Crameri F, Shephard GE, Heron PJ",100-500
10.1523/eneuro.0506-19.2020,32737181.0,PMC7470933,2020.0,107,Machine Learning for Neural Decoding.,,"Glaser JI, Benjamin AS, Chowdhury RH, Perich MG, Miller LE, Kording KP",100-500
10.7554/elife.57613,32723478.0,PMC7447435,2020.0,107,Accurate and versatile 3D segmentation of plant tissues at cellular resolution.,,"Wolny A, Cerrone L, Vijayan A, Tofanelli R, Barro AV, Louveaux M, Wenzl C, Strauss S, Wilson-Sánchez D, Lymbouridou R, Steigleder SS, Pape C, Bailoni A, Duran-Nebreda S, Bassel GW, Lohmann JU, Tsiantis M, Hamprecht FA, Schneitz K, Maizel A, Kreshuk A",100-500
10.21037/atm.2020.02.44,32617333.0,PMC7327346,2020.0,107,A review of the application of deep learning in medical image classification and segmentation.,,"Cai L, Gao J, Zhao D",100-500
10.1007/s00520-020-05539-1,32533435.0,PMC7447627,2020.0,107,"Digital health for optimal supportive care in oncology: benefits, limits, and future perspectives.",,"Aapro M, Bossi P, Dasari A, Fallowfield L, Gascón P, Geller M, Jordan K, Kim J, Martin K, Porzig S",100-500
10.1016/j.dsx.2020.05.008,32413821.0,PMC7204706,2020.0,107,A review of modern technologies for tackling COVID-19 pandemic.,,"Kumar A, Gupta PK, Srivastava A",100-500
10.2196/17572,32348255.0,PMC7293059,2020.0,107,Influences on the Uptake of and Engagement With Health and Well-Being Smartphone Apps: Systematic Review.,,"Szinay D, Jones A, Chadborn T, Brown J, Naughton F",100-500
10.1073/pnas.2001250117,32341164.0,PMC7229661,2020.0,107,Cell atlas of aqueous humor outflow pathways in eyes of humans and four model species provides insight into glaucoma pathogenesis.,,"van Zyl T, Yan W, McAdams A, Peng YR, Shekhar K, Regev A, Juric D, Sanes JR",100-500
10.1093/jamia/ocaa051,32267928.0,PMC7184478,2020.0,107,Rapid design and implementation of an integrated patient self-triage and self-scheduling tool for COVID-19.,,"Judson TJ, Odisho AY, Neinstein AB, Chao J, Williams A, Miller C, Moriarty T, Gleason N, Intinarelli G, Gonzales R",100-500
10.1007/s12178-020-09600-8,31983042.0,PMC7083992,2020.0,107,"Machine Learning and Artificial Intelligence: Definitions, Applications, and Future Directions.",,"Helm JM, Swiergosz AM, Haeberle HS, Karnuta JM, Schaffer JL, Krebs VE, Spitzer AI, Ramkumar PN",100-500
10.1126/sciadv.aax5727,31844663.0,PMC6905865,2019.0,107,"Necrotizing enterocolitis is preceded by increased gut bacterial replication, <i>Klebsiella</i>, and fimbriae-encoding bacteria.",,"Olm MR, Bhattacharya N, Crits-Christoph A, Firek BA, Baker R, Song YS, Morowitz MJ, Banfield JF",100-500
10.1053/j.gastro.2019.11.030,31759929.0,,2020.0,107,Deep-Learning System Detects Neoplasia in Patients With Barrett's Esophagus With Higher Accuracy Than Endoscopists in a Multistep Training and Validation Study With Benchmarking.,,"de Groof AJ, Struyvenberg MR, van der Putten J, van der Sommen F, Fockens KN, Curvers WL, Zinger S, Pouw RE, Coron E, Baldaque-Silva F, Pech O, Weusten B, Meining A, Neuhaus H, Bisschops R, Dent J, Schoon EJ, de With PH, Bergman JJ",100-500
10.1186/s13073-019-0689-8,31744524.0,PMC6865045,2019.0,107,Artificial intelligence in clinical and genomic diagnostics.,,"Dias R, Torkamani A",100-500
10.1038/s41591-019-0592-2,31591606.0,PMC6890490,2019.0,107,Spatial heterogeneity of the T cell receptor repertoire reflects the mutational landscape in lung cancer.,,"Joshi K, de Massy MR, Ismail M, Reading JL, Uddin I, Woolston A, Hatipoglu E, Oakes T, Rosenthal R, Peacock T, Ronel T, Noursadeghi M, Turati V, Furness AJS, Georgiou A, Wong YNS, Ben Aissa A, Sunderland MW, Jamal-Hanjani M, Veeriah S, Birkbak NJ, Wilson GA, Hiley CT, Ghorani E, Guerra-Assunção JA, Herrero J, Enver T, Hadrup SR, Hackshaw A, Peggs KS, McGranahan N, Swanton C, , Quezada SA, Chain B",100-500
10.1109/tcyb.2019.2935141,31484154.0,,2020.0,107,Weakly Supervised Deep Learning for Whole Slide Lung Cancer Image Analysis.,,"Wang X, Chen H, Gan C, Lin H, Dou Q, Tsougenis E, Huang Q, Cai M, Heng PA",100-500
10.1038/s41588-019-0455-2,31253979.0,PMC6609452,2019.0,107,High-throughput identification of human SNPs affecting regulatory element activity.,,"van Arensbergen J, Pagie L, FitzPatrick VD, de Haas M, Baltissen MP, Comoglio F, van der Weide RH, Teunissen H, Võsa U, Franke L, de Wit E, Vermeulen M, Bussemaker HJ, van Steensel B",100-500
10.1165/rcmb.2018-0416tr,30995076.0,PMC6604220,2019.0,107,The Human Lung Cell Atlas: A High-Resolution Reference Map of the Human Lung in Health and Disease.,,"Schiller HB, Montoro DT, Simon LM, Rawlins EL, Meyer KB, Strunz M, Vieira Braga FA, Timens W, Koppelman GH, Budinger GRS, Burgess JK, Waghray A, van den Berge M, Theis FJ, Regev A, Kaminski N, Rajagopal J, Teichmann SA, Misharin AV, Nawijn MC",100-500
10.3390/jcm8030360,30875745.0,PMC6463262,2019.0,107,Global Evolution of Research in Artificial Intelligence in Health and Medicine: A Bibliometric Study.,,"Tran BX, Tran BX, Vu GT, Ha GH, Vuong QH, Ho MT, Vuong TT, La VP, Ho MT, Nghiem KP, Nguyen HLT, Latkin CA, Tam WWS, Cheung NM, Nguyen HT, Ho CSH, Ho RCM",100-500
10.1148/radiol.2018181928,30667332.0,PMC6389268,2019.0,107,Emerging Applications of Artificial Intelligence in Neuro-Oncology.,,"Rudie JD, Rauschecker AM, Bryan RN, Davatzikos C, Mohan S",100-500
10.1155/2018/5174815,30405860.0,PMC6200063,2018.0,107,Systematic Review on Resting-State EEG for Alzheimer's Disease Diagnosis and Progression Assessment.,,"Cassani R, Estarellas M, San-Martin R, Fraga FJ, Falk TH",100-500
10.1093/nar/gky977,30357420.0,PMC6323969,2019.0,107,Genomes OnLine database (GOLD) v.7: updates and new features.,,"Mukherjee S, Stamatis D, Bertsch J, Ovchinnikova G, Katta HY, Mojica A, Chen IA, Kyrpides NC, Reddy T",100-500
10.1038/s41576-018-0034-x,30054568.0,PMC7388734,2018.0,107,High-throughput determination of RNA structures.,,"Strobel EJ, Yu AM, Lucks JB",100-500
10.1128/mbio.00525-18,29871915.0,PMC5989067,2018.0,107,"Identifying and Overcoming Threats to Reproducibility, Replicability, Robustness, and Generalizability in Microbiome Research.",,Schloss PD,100-500
10.1038/s41598-018-22871-z,29632364.0,PMC5890270,2018.0,107,Multimodal and Multiscale Deep Neural Networks for the Early Diagnosis of Alzheimer's Disease using structural MR and FDG-PET images.,,"Lu D, Popuri K, Ding GW, Balachandar R, Beg MF, ",100-500
10.1136/bmjstel-2017-000234,29354281.0,PMC5765850,2018.0,107,3D printing materials and their use in medical education: a review of current technology and trends for the future.,,"Garcia J, Yang Z, Mongrain R, Leask RL, Lachapelle K",100-500
10.7554/elife.22901,29205151.0,PMC5716677,2017.0,107,Towards deep learning with segregated dendrites.,,"Guerguiev J, Lillicrap TP, Richards BA",100-500
10.1146/annurev-psych-122216-011805,28793812.0,PMC5754249,2018.0,107,Infant Statistical Learning.,,"Saffran JR, Kirkham NZ",100-500
10.1186/s12859-017-1685-x,28549410.0,PMC5446756,2017.0,107,"Large scale tissue histopathology image classification, segmentation, and visualization via deep convolutional activation features.",,"Xu Y, Jia Z, Wang LB, Ai Y, Zhang F, Lai M, Chang EI",100-500
10.1016/j.media.2017.05.001,28526212.0,,2017.0,107,3D deeply supervised network for automated segmentation of volumetric medical images.,,"Dou Q, Yu L, Chen H, Jin Y, Yang X, Qin J, Heng PA",100-500
10.1016/j.neuron.2017.03.036,28426970.0,PMC5484638,2017.0,107,Thalamic Regulation of Sucrose Seeking during Unexpected Reward Omission.,,"Do-Monte FH, Minier-Toribio A, Quiñones-Laracuente K, Medina-Colón EM, Quirk GJ",100-500
10.1080/2162402x.2017.1284723,28405516.0,PMC5384348,2017.0,107,Assessment of tumor-infiltrating TCRV<b>γ</b>9V<b>δ</b>2 <b>γδ</b> lymphocyte abundance by deconvolution of human cancers microarrays.,,"Tosolini M, Pont F, Poupot M, Vergez F, Nicolau-Travers ML, Vermijlen D, Sarry JE, Dieli F, Fournié JJ",100-500
10.1093/jamia/ocx030,28379439.0,PMC6080675,2017.0,107,Calibration drift in regression and machine learning models for acute kidney injury.,,"Davis SE, Lasko TA, Chen G, Siew ED, Matheny ME",100-500
10.1126/science.aal2014,28219971.0,PMC5455768,2017.0,107,Predicting human olfactory perception from chemical features of odor molecules.,,"Keller A, Gerkin RC, Guan Y, Dhurandhar A, Turu G, Szalai B, Mainland JD, Ihara Y, Yu CW, Wolfinger R, Vens C, Schietgat L, De Grave K, Norel R, , Stolovitzky G, Cecchi GA, Vosshall LB, Meyer P",100-500
10.1038/nrn.2017.7,28209978.0,PMC5621622,2017.0,107,"A distributed, hierarchical and recurrent framework for reward-based choice.",,"Hunt LT, Hayden BY",100-500
10.1126/sciadv.1601185,28138529.0,PMC5262452,2016.0,107,Epidermal mechano-acoustic sensing electronics for cardiovascular diagnostics and human-machine interfaces.,,"Liu Y, Norton JJ, Qazi R, Zou Z, Ammann KR, Liu H, Yan L, Tran PL, Jang KI, Lee JW, Zhang D, Kilian KA, Jung SH, Bretl T, Xiao J, Slepian MJ, Huang Y, Jeong JW, Rogers JA",100-500
10.1093/bioinformatics/btx012,28137712.0,PMC5860222,2017.0,107,Sparse network modeling and metscape-based visualization methods for the analysis of large-scale metabolomics data.,,"Basu S, Duren W, Evans CR, Burant CF, Michailidis G, Karnovsky A",100-500
10.1109/jproc.2015.2501978,27765959.0,PMC5066876,2016.0,107,Machine Learning and Decision Support in Critical Care.,,"Johnson AE, Ghassemi MM, Nemati S, Niehaus KE, Clifton DA, Clifford GD",100-500
10.1016/j.bpsc.2016.04.002,27642641.0,PMC5013873,2016.0,107,Beyond Lumping and Splitting: A Review of Computational Approaches for Stratifying Psychiatric Disorders.,,"Marquand AF, Wolfers T, Mennes M, Buitelaar J, Beckmann CF",100-500
10.1038/nn.4388,27618310.0,PMC5127747,2016.0,107,L1-associated genomic regions are deleted in somatic cells of the healthy human brain.,,"Erwin JA, Paquola AC, Singer T, Gallina I, Novotny M, Quayle C, Bedrosian TA, Alves FI, Butcher CR, Herdy JR, Sarkar A, Lasken RS, Muotri AR, Gage FH",100-500
10.1016/j.stem.2016.07.004,27524439.0,PMC5402355,2016.0,107,Proximity-Based Differential Single-Cell Analysis of the Niche to Identify Stem/Progenitor Cell Regulators.,,"Silberstein L, Goncalves KA, Kharchenko PV, Turcotte R, Kfoury Y, Mercier F, Baryawno N, Severe N, Bachand J, Spencer JA, Papazian A, Lee D, Chitteti BR, Srour EF, Hoggatt J, Tate T, Lo Celso C, Ono N, Nutt S, Heino J, Sipilä K, Shioda T, Osawa M, Lin CP, Hu GF, Scadden DT",100-500
10.1038/srep27930,27297683.0,PMC4906388,2016.0,107,Antimicrobial Resistance Prediction in PATRIC and RAST.,,"Davis JJ, Boisvert S, Brettin T, Kenyon RW, Mao C, Olson R, Overbeek R, Santerre J, Shukla M, Wattam AR, Will R, Xia F, Stevens R",100-500
10.1126/science.aac6633,26722000.0,PMC5057185,2016.0,107,Epigenetic (re)programming of caste-specific behavior in the ant Camponotus floridanus.,,"Simola DF, Graham RJ, Brady CM, Enzmann BL, Desplan C, Ray A, Zwiebel LJ, Bonasio R, Reinberg D, Liebig J, Berger SL",100-500
10.1093/nar/gkv1221,26578605.0,PMC4705652,2016.0,107,Bioinformatic tools for microRNA dissection.,,"Akhtar MM, Micolucci L, Islam MS, Olivieri F, Procopio AD",100-500
10.1038/ncomms8924,26263051.0,PMC4918770,2015.0,107,Whole-central nervous system functional imaging in larval Drosophila.,,"Lemon WC, Pulver SR, Höckendorf B, McDole K, Branson K, Freeman J, Keller PJ",100-500
10.1038/mp.2015.9,25754082.0,PMC4565790,2015.0,107,Gene networks specific for innate immunity define post-traumatic stress disorder.,,"Breen MS, Maihofer AX, Glatt SJ, Tylee DS, Chandler SD, Tsuang MT, Risbrough VB, Baker DG, O'Connor DT, Nievergelt CM, Woelk CH",100-500
10.1016/j.sbi.2015.01.003,25658850.0,PMC4511717,2015.0,107,Structural and physico-chemical effects of disease and non-disease nsSNPs on proteins.,,"Kucukkal TG, Petukh M, Li L, Alexov E",100-500
10.1073/pnas.1418680112,25583507.0,PMC4313801,2015.0,107,Computer-based personality judgments are more accurate than those made by humans.,,"Youyou W, Kosinski M, Stillwell D",100-500
10.1016/j.nbd.2014.11.025,25489973.0,,2015.0,107,Brain-machine interfaces in neurorehabilitation of stroke.,,"Soekadar SR, Birbaumer N, Slutzky MW, Cohen LG",100-500
10.1016/j.jalz.2014.05.1749,25012867.0,PMC4240530,2014.0,107,Plasma proteins predict conversion to dementia from prodromal disease.,,"Hye A, Riddoch-Contreras J, Baird AL, Ashton NJ, Ashton NJ, Bazenet C, Leung R, Westman E, Simmons A, Dobson R, Sattlecker M, Lupton M, Lunnon K, Keohane A, Ward M, Pike I, Zucht HD, Pepin D, Zheng W, Tunnicliffe A, Richardson J, Gauthier S, Soininen H, Kłoszewska I, Mecocci P, Tsolaki M, Vellas B, Lovestone S",100-500
10.1371/journal.pcbi.1003517,24651478.0,PMC3961179,2014.0,107,Long non-coding RNA and alternative splicing modulations in Parkinson's leukocytes identified by RNA sequencing.,,"Soreq L, Guffanti A, Salomonis N, Simchovitz A, Israel Z, Bergman H, Soreq H",100-500
10.1016/j.cortex.2013.11.005,24480455.0,,2014.0,107,Multiple fMRI system-level baseline connectivity is disrupted in patients with consciousness alterations.,,"Demertzi A, Gómez F, Crone JS, Vanhaudenhuyse A, Tshibanda L, Noirhomme Q, Thonnard M, Charland-Verville V, Kirsch M, Laureys S, Soddu A",100-500
10.4103/2231-0762.97695,24478952.0,PMC3894070,2011.0,107,Applications of teledentistry: A literature review and update.,,"Jampani ND, Nutalapati R, Dontula BS, Boyapati R",100-500
10.1074/mcp.m113.034009,24335475.0,PMC3916644,2014.0,107,Matching cross-linked peptide spectra: only as good as the worse identification.,,"Trnka MJ, Baker PR, Robinson PJ, Burlingame AL, Chalkley RJ",100-500
10.4161/epi.27161,24253112.0,PMC4053455,2014.0,107,DNA hypermethylation and DNA hypomethylation is present at different loci in chronic kidney disease.,,"Smyth LJ, McKay GJ, Maxwell AP, McKnight AJ",100-500
10.1371/journal.pone.0067863,23874456.0,PMC3706434,2013.0,107,The role of balanced training and testing data sets for binary classifiers in bioinformatics.,,"Wei Q, Dunbrack RL Jr",100-500
10.1097/ccm.0b013e31828a24fe,23660729.0,,2013.0,107,A new severity of illness scale using a subset of Acute Physiology And Chronic Health Evaluation data elements shows comparable predictive accuracy.,,"Johnson AE, Kramer AA, Clifford GD",100-500
10.1016/j.it.2013.03.004,23631936.0,PMC4615706,2013.0,107,Immunological Genome Project and systems immunology.,,"Shay T, Kang J",100-500
10.2196/jmir.2100,22743581.0,PMC3414905,2012.0,107,Motivators and motivations to persist with online psychological interventions: a qualitative study of treatment completers.,,"Donkin L, Donkin L, Glozier N",100-500
10.1523/jneurosci.5792-11.2012,22623684.0,PMC6622296,2012.0,107,Muscle coordination is habitual rather than optimal.,,"de Rugy A, Loeb GE, Carroll TJ",100-500
10.1080/073911012010525022,22208280.0,PMC3297974,2012.0,107,SPINE-D: accurate prediction of short and long disordered regions by a single neural-network based method.,,"Zhang T, Faraggi E, Xue B, Dunker AK, Uversky VN, Zhou Y",100-500
10.1371/journal.pone.0016968,21347392.0,PMC3036733,2011.0,107,Connecting peptide physicochemical and antimicrobial properties by a rational prediction model.,,"Torrent M, Andreu D, Nogués VM, Boix E",100-500
10.1186/1471-2164-11-637,21080964.0,PMC3091767,2010.0,107,Analyses of genome architecture and gene expression reveal novel candidate virulence factors in the secretome of Phytophthora infestans.,,"Raffaele S, Win J, Cano LM, Kamoun S",100-500
10.1098/rstb.2009.0190,19884142.0,PMC2781896,2009.0,107,Why bodies? Twelve reasons for including bodily expressions in affective neuroscience.,,de Gelder B,100-500
10.1186/1471-2105-8-113,17407573.0,PMC1852326,2007.0,107,Improved residue contact prediction using support vector machines and a large feature set.,,"Cheng J, Baldi P",100-500
10.1534/genetics.106.069740,17287533.0,PMC1855121,2007.0,107,Highly variable patterns of linkage disequilibrium in multiple soybean populations.,,"Hyten DL, Choi IY, Song Q, Shoemaker RC, Nelson RL, Costa JM, Specht JE, Cregan PB",100-500
10.1186/1471-2105-8-35,17270037.0,PMC1797191,2007.0,107,Classification of microarray data using gene networks.,,"Rapaport F, Zinovyev A, Dutreix M, Barillot E, Vert JP",100-500
10.1038/msb4100115,17224918.0,PMC1800355,2007.0,107,Reconstructing dynamic regulatory maps.,,"Ernst J, Vainas O, Harbison CT, Simon I, Bar-Joseph Z",100-500
10.1093/bioinformatics/btl344,16809386.0,,2006.0,107,Pathway analysis using random forests classification and regression.,,"Pang H, Lin A, Holford M, Enerson BE, Lu B, Lawton MP, Floyd E, Zhao H",100-500
10.1016/j.molcel.2006.02.012,16507357.0,PMC1702322,2006.0,107,Biomedical language processing: what's beyond PubMed?,,"Hunter L, Cohen KB",100-500
10.1080/00207450490270901,14754664.0,,2004.0,107,Emotion recognition deficits in the elderly.,,"Sullivan S, Ruffman T",100-500
10.1073/pnas.112177799,12060770.0,PMC123057,2002.0,107,Diversity and complexity of HIV-1 drug resistance: a bioinformatics approach to predicting phenotype from genotype.,,"Beerenwinkel N, Schmidt B, Walter H, Kaiser R, Lengauer T, Hoffmann D, Korn K, Selbig J",100-500
10.1038/sj.bjp.0704543,11861317.0,PMC1573207,2002.0,107,Inhibition of the NMDA response by pregnenolone sulphate reveals subtype selective modulation of NMDA receptors by sulphated steroids.,,"Malayev A, Gibbs TT, Farb DH",100-500
10.1038/s43018-022-00416-8,36038778.0,PMC9586871,2022.0,106,"Multimodal integration of radiology, pathology and genomics for prediction of response to PD-(L)1 blockade in patients with non-small cell lung cancer.",,"Vanguri RS, Luo J, Aukerman AT, Egger JV, Fong CJ, Horvat N, Pagano A, Araujo-Filho JAB, Geneslaw L, Rizvi H, Sosa R, Boehm KM, Yang SR, Bodd FM, Ventura K, Hollmann TJ, Ginsberg MS, Gao J, , Hellmann MD, Sauter JL, Shah SP",100-500
10.1016/s1474-4422(21)00245-3,34687637.0,PMC9387748,2021.0,106,Alzheimer's disease associated with Down syndrome: a genetic form of dementia.,,"Fortea J, Zaman SH, Hartley S, Rafii MS, Head E, Carmona-Iragui M",100-500
10.1038/s41392-021-00568-6,33895786.0,PMC8065335,2021.0,106,An integrative drug repositioning framework discovered a potential therapeutic agent targeting COVID-19.,,"Ge Y, Tian T, Huang S, Wan F, Li J, Li S, Wang X, Yang H, Hong L, Wu N, Yuan E, Luo Y, Cheng L, Hu C, Lei Y, Shu H, Feng X, Jiang Z, Wu Y, Chi Y, Guo X, Cui L, Xiao L, Li Z, Yang C, Miao Z, Chen L, Li H, Zeng H, Zhao D, Zhu F, Shen X, Zeng J",100-500
10.1002/ctm2.200,33135345.0,PMC7548099,2020.0,106,The noncoding and coding transcriptional landscape of the peripheral immune response in patients with COVID-19.,,"Tang H, Gao Y, Li Z, Miao Y, Huang Z, Liu X, Xie L, Li H, Wen W, Zheng Y, Su W",100-500
10.1038/s41575-020-0341-5,32855515.0,PMC7841622,2020.0,106,Brain-gut-microbiome interactions in obesity and food addiction.,,"Gupta A, Osadchiy V, Mayer EA",100-500
10.1007/s00011-020-01389-z,32767095.0,PMC7410962,2020.0,106,"Coronavirus (Covid-19) sepsis: revisiting mitochondrial dysfunction in pathogenesis, aging, inflammation, and mortality.",,Shenoy S,100-500
10.1038/s41598-020-69298-z,32704007.0,PMC7378556,2020.0,106,Standardization of brain MR images across machines and protocols: bridging the gap for MRI-based radiomics.,,"Carré A, Klausner G, Edjlali M, Lerousseau M, Briend-Diop J, Sun R, Ammari S, Reuzé S, Alvarez Andres E, Estienne T, Niyoteka S, Battistella E, Vakalopoulou M, Dhermain F, Paragios N, Deutsch E, Oppenheim C, Pallud J, Robert C",100-500
10.1136/gutjnl-2020-321106,32536605.0,PMC7873428,2021.0,106,Ranking microbiome variance in inflammatory bowel disease: a large longitudinal intercontinental study.,,"Clooney AG, Eckenberger J, Laserna-Mendieta E, Sexton KA, Bernstein MT, Vagianos K, Sargent M, Ryan FJ, Moran C, Sheehan D, Sleator RD, Targownik LE, Bernstein CN, Shanahan F, Claesson MJ",100-500
10.1172/jci129497,31874109.0,PMC7108911,2020.0,106,HPV16 drives cancer immune escape via NLRX1-mediated degradation of STING.,,"Luo X, Donnelly CR, Gong W, Heath BR, Hao Y, Donnelly LA, Moghbeli T, Tan YS, Lin X, Bellile E, Kansy BA, Carey TE, Brenner JC, Cheng L, Polverini PJ, Morgan MA, Wen H, Prince ME, Ferris RL, Xie Y, Young S, Wolf GT, Chen Q, Lei YL",100-500
10.2147/rsrr.s190720,31807602.0,PMC6844237,2019.0,106,"Robotic-Assisted Spine Surgery: History, Efficacy, Cost, And Future Trends.",,"D'Souza M, Gendreau J, Feng A, Kim LH, Ho AL, Veeravagu A",100-500
10.1186/s13059-019-1837-6,31627739.0,PMC6798445,2019.0,106,"DeepImpute: an accurate, fast, and scalable deep neural network method to impute single-cell RNA-seq data.",,"Arisdakessian C, Poirion O, Yunits B, Zhu X, Garmire LX",100-500
10.1016/j.cell.2019.08.040,31585085.0,PMC6779327,2019.0,106,Competing Roles of Slow Oscillations and Delta Waves in Memory Consolidation versus Forgetting.,,"Kim J, Gulati T, Ganguly K",100-500
10.1186/s13073-019-0666-2,31462330.0,PMC6714459,2019.0,106,Best practices for bioinformatic characterization of neoantigens for clinical utility.,,"Richters MM, Xia H, Campbell KM, Gillanders WE, Griffith OL, Griffith M",100-500
10.1002/mp.13656,31206709.0,PMC7771209,2019.0,106,Paired cycle-GAN-based image correction for quantitative cone-beam computed tomography.,,"Harms J, Lei Y, Wang T, Zhang R, Zhou J, Tang X, Curran WJ, Liu T, Yang X",100-500
10.1002/mp.13617,31112304.0,PMC6692192,2019.0,106,MRI-only based synthetic CT generation using dense cycle consistent generative adversarial networks.,,"Lei Y, Harms J, Wang T, Liu Y, Shu HK, Jani AB, Curran WJ, Mao H, Liu T, Yang X",100-500
10.1186/s13059-019-1689-0,30992073.0,PMC6469083,2019.0,106,Machine learning and complex biological data.,,"Xu C, Jackson SA",100-500
10.1021/acs.chemrev.8b00538,30859819.0,PMC6727218,2019.0,106,Multiscale Simulations of Biological Membranes: The Challenge To Understand Biological Phenomena in a Living Substance.,,"Enkavi G, Javanainen M, Kulig W, Róg T, Vattulainen I",100-500
10.1172/jci124611,30855278.0,PMC6436902,2019.0,106,"Precision medicine and phenotypes, endotypes, genotypes, regiotypes, and theratypes of allergic diseases.",,"Agache I, Akdis CA",100-500
10.1007/s11306-018-1420-2,30830398.0,PMC6153696,2018.0,106,Characterization of missing values in untargeted MS-based metabolomics data and evaluation of missing data handling strategies.,,"Do KT, Wahl S, Raffler J, Molnos S, Laimighofer M, Adamski J, Suhre K, Strauch K, Peters A, Gieger C, Langenberg C, Stewart ID, Theis FJ, Grallert H, Kastenmüller G, Krumsiek J",100-500
